#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
ethane_00847 -79.234094514932 -79.607000909925 -79.638618584404 -79.652206888770
ethane_00848 -79.244773278350 -79.615735911876 -79.646813001392 -79.659908969923
ethane_00849 -79.239310243428 -79.611666778572 -79.643771407085 -79.657604765098
ethane_00850 -79.243437623181 -79.614779750388 -79.645896394654 -79.658951659888
ethane_00851 -79.249290501570 -79.619719997792 -79.651312731410 -79.664671164351
ethane_00852 -79.247328636492 -79.618779157872 -79.650619278028 -79.664112112032
ethane_00853 -79.248069287327 -79.618889931871 -79.650746477925 -79.664275538756
ethane_00854 -79.243149910662 -79.614260198384 -79.645833775850 -79.659159120575
ethane_00855 -79.246788728807 -79.618019174325 -79.649757813658 -79.663172329452
ethane_00856 -79.249833871377 -79.621056870267 -79.652777571276 -79.666224732046
ethane_00857 -79.250980277297 -79.621224474702 -79.652588521202 -79.665771013115
ethane_00858 -79.247927166068 -79.619451061166 -79.651522308561 -79.665163684443
ethane_00859 -79.249579200544 -79.619802004885 -79.651189789942 -79.664301996946
ethane_00860 -79.248717685320 -79.619794953775 -79.651437241613 -79.664785434507
ethane_00861 -79.249339680195 -79.620640974739 -79.652308364565 -79.665771885263
ethane_00862 -79.250335022258 -79.620764715767 -79.652091929845 -79.665177190304
ethane_00863 -79.248742704364 -79.619690772218 -79.651445788013 -79.664944508471
ethane_00864 -79.251908588772 -79.623057621178 -79.654878603621 -79.668365465863
ethane_00865 -79.253687007377 -79.624182657265 -79.655694053885 -79.668985993792
ethane_00866 -79.252720146936 -79.623461895330 -79.655094920842 -79.668465911662
ethane_00867 -79.254319925903 -79.624881835343 -79.656387493978 -79.669627602182
ethane_00868 -79.245590009910 -79.616851531541 -79.648785693594 -79.662465850148
ethane_00869 -79.244138289624 -79.615257855324 -79.646518425284 -79.659634921551
ethane_00870 -79.244871760073 -79.616178487817 -79.648117437861 -79.661756141447
ethane_00871 -79.246343065483 -79.617593682597 -79.649145762547 -79.662527190454
ethane_00872 -79.250192320160 -79.621671560854 -79.653212982172 -79.666605995286
ethane_00873 -79.250725369909 -79.621319841310 -79.652719993880 -79.665939369548
ethane_00874 -79.253695409331 -79.624236669685 -79.655570827504 -79.668731349625
ethane_00875 -79.244211100947 -79.615819365872 -79.647637757016 -79.661283930516
ethane_00876 -79.249474572147 -79.620258003492 -79.651646405757 -79.664844415380
ethane_00877 -79.244386215585 -79.616054683383 -79.647884952334 -79.661608376770
ethane_00878 -79.253642269303 -79.624084300639 -79.655407610648 -79.668557118817
ethane_00879 -79.252184986415 -79.622986525140 -79.654562202204 -79.667944448217
ethane_00880 -79.248874349678 -79.620260437561 -79.651987410584 -79.665429318623
ethane_00881 -79.252543732671 -79.622331593448 -79.653581338847 -79.666623946821
ethane_00882 -79.246937007672 -79.618461158580 -79.650423595780 -79.664049509071
ethane_00883 -79.248066384345 -79.618745281491 -79.650220600865 -79.663486459389
ethane_00884 -79.243177323253 -79.614888970202 -79.646723532791 -79.660338944327
ethane_00885 -79.247424149592 -79.618250339834 -79.649634597201 -79.662772846877
ethane_00886 -79.245297642615 -79.616419216185 -79.648182007675 -79.661786499932
ethane_00887 -79.248858484334 -79.619549423879 -79.650909706525 -79.664098820598
ethane_00888 -79.249605023597 -79.620752929430 -79.652553967188 -79.666102605974
ethane_00889 -79.256709891084 -79.626868756546 -79.658152187083 -79.671238131098
ethane_00890 -79.256207889301 -79.626609065352 -79.658186563428 -79.671494505030
ethane_00891 -79.255247083385 -79.626023266682 -79.657675352309 -79.671028227592
ethane_00892 -79.255243247189 -79.625404047588 -79.656728723511 -79.669865465642
ethane_00893 -79.254434053328 -79.625234673763 -79.656796195029 -79.670117801844
ethane_00894 -79.253210419757 -79.624003337220 -79.655604030468 -79.668928823541
ethane_00895 -79.253407821698 -79.624070849192 -79.655757712938 -79.669214344338
ethane_00896 -79.250445118331 -79.621259511180 -79.652554119017 -79.665687776722
ethane_00897 -79.251496621957 -79.622370186078 -79.654090622348 -79.667533743758
ethane_00898 -79.249511014109 -79.620471002773 -79.652175998932 -79.665563494653
ethane_00899 -79.249309915156 -79.619826405636 -79.651298162616 -79.664543148388
ethane_00900 -79.246417256535 -79.617881756950 -79.649496973054 -79.662980573337
ethane_00901 -79.245471750240 -79.616626391780 -79.648154624026 -79.661536731166
ethane_00902 -79.244235367699 -79.615898149248 -79.647552455765 -79.661033996017
ethane_00903 -79.246502905959 -79.618008708072 -79.649671796107 -79.663202079487
ethane_00904 -79.247615893256 -79.618343760982 -79.649917552046 -79.663322587624
ethane_00905 -79.249148088664 -79.620061336825 -79.651638014084 -79.664971749548
ethane_00906 -79.250743440505 -79.622007976024 -79.653688861766 -79.667112068507
ethane_00907 -79.251568723291 -79.622122764750 -79.653713297162 -79.667085262304
ethane_00908 -79.242898337878 -79.614942554351 -79.646636226361 -79.660202812671
ethane_00909 -79.244822399382 -79.616987242311 -79.648922047721 -79.662630467436
ethane_00910 -79.247360868811 -79.618642326035 -79.650134382395 -79.663506433453
ethane_00911 -79.251744359311 -79.622053742978 -79.653559193546 -79.666843017040
ethane_00912 -79.246745163248 -79.618461141930 -79.650201167281 -79.663689805959
ethane_00913 -79.253833211919 -79.624324861059 -79.655769392985 -79.668991473735
ethane_00914 -79.253757690779 -79.624054688139 -79.655521351587 -79.668744718320
ethane_00915 -79.248077784621 -79.619002408826 -79.650802078382 -79.664268395080
ethane_00916 -79.251843606683 -79.622478773777 -79.653875021271 -79.667086126863
ethane_00917 -79.250016582263 -79.620836186845 -79.652473662475 -79.665864213108
ethane_00918 -79.248811194368 -79.620246611372 -79.651957816325 -79.665428829378
ethane_00919 -79.248561129880 -79.619210449632 -79.650657749275 -79.663886782361
ethane_00920 -79.245848800472 -79.617053717081 -79.648652853434 -79.662018274732
ethane_00921 -79.244540936735 -79.615413258290 -79.647113861073 -79.660563306381
ethane_00922 -79.245783722953 -79.616731611119 -79.648281363318 -79.661621818800
ethane_00923 -79.248920199828 -79.619846078595 -79.651573157314 -79.665068728956
ethane_00924 -79.249540684294 -79.620770506684 -79.652433114345 -79.665939124680
ethane_00925 -79.249270941519 -79.620048472923 -79.651311241378 -79.664467069657
ethane_00926 -79.244168258101 -79.615866123226 -79.647495379422 -79.661013982058
ethane_00927 -79.243537288030 -79.614928571595 -79.646265212867 -79.659487638106
ethane_00928 -79.248973335059 -79.619792239538 -79.651336072354 -79.664631444084
ethane_00929 -79.241098854535 -79.613514785706 -79.645054562398 -79.658540742755
ethane_00930 -79.248074335943 -79.618844420378 -79.650586339158 -79.664055579183
ethane_00931 -79.251341413859 -79.622208570769 -79.653727636475 -79.667006163297
ethane_00932 -79.250035861923 -79.620783867739 -79.652399912312 -79.665777495593
ethane_00933 -79.241417828570 -79.612964390011 -79.644936345162 -79.658470299401
ethane_00934 -79.245499879247 -79.616500634092 -79.648085143850 -79.661406257122
ethane_00935 -79.246874027334 -79.617435612354 -79.649254997966 -79.662754144641
ethane_00936 -79.245390727592 -79.616728042978 -79.648241568348 -79.661505763516
ethane_00937 -79.247524708905 -79.617919643622 -79.649679329739 -79.663179672547
ethane_00938 -79.248338760013 -79.618927019454 -79.650239244886 -79.663319231073
ethane_00939 -79.250806523117 -79.621428124906 -79.653069145555 -79.666518341649
ethane_00940 -79.251437154124 -79.622329340481 -79.653901711188 -79.667207840422
ethane_00941 -79.249850854507 -79.620843838120 -79.652643039069 -79.666194445894
ethane_00942 -79.244794955079 -79.615399962450 -79.646657789324 -79.659727747671
ethane_00943 -79.243228637429 -79.614452435896 -79.646371627170 -79.659909434284
ethane_00944 -79.252597998624 -79.622673858970 -79.653968908457 -79.667077932989
ethane_00945 -79.250192761828 -79.621560818365 -79.653454274793 -79.666978959010
ethane_00946 -79.251743508659 -79.622101013700 -79.653572961624 -79.666875902074
ethane_00947 -79.251311238733 -79.622461750786 -79.654093283801 -79.667457145531
ethane_00948 -79.251240243811 -79.622303754478 -79.653917712077 -79.667328577787
ethane_00949 -79.255568882812 -79.625946285174 -79.657290983379 -79.670447851850
ethane_00950 -79.251506195870 -79.622331643458 -79.653963336427 -79.667370199143
ethane_00951 -79.253829917003 -79.624423949147 -79.655757345273 -79.668888103169
ethane_00952 -79.250281826390 -79.620978554539 -79.652585290001 -79.666001131087
ethane_00953 -79.247621224961 -79.618894724226 -79.650431935883 -79.663763511894
ethane_00954 -79.253828180973 -79.624467464849 -79.656204738357 -79.669642710441
ethane_00955 -79.249702879484 -79.620274197123 -79.651554765557 -79.664684721273
ethane_00956 -79.248188659492 -79.619506086037 -79.651437215232 -79.665015069561
ethane_00957 -79.248911018752 -79.620003911768 -79.651573309775 -79.664946915499
ethane_00958 -79.251797173136 -79.622260671980 -79.653597540996 -79.666821718099
ethane_00959 -79.247264971964 -79.618732056536 -79.650450013998 -79.663932763856
ethane_00960 -79.250169589090 -79.621210212558 -79.652903999698 -79.666368452278
ethane_00961 -79.250076663807 -79.621045626807 -79.652357097936 -79.665560913267
ethane_00962 -79.248980757957 -79.620059941081 -79.651687194184 -79.665137371327
ethane_00963 -79.243106113085 -79.614753894210 -79.646615582259 -79.660108154088
ethane_00964 -79.242854976055 -79.613773037719 -79.645530722157 -79.658962018729
ethane_00965 -79.241166789703 -79.613188944286 -79.644843683534 -79.658363676394
ethane_00966 -79.251529083677 -79.622487813562 -79.653940803662 -79.667194672204
ethane_00967 -79.249653041644 -79.620759596192 -79.652271197070 -79.665612411957
ethane_00968 -79.247095051750 -79.618196591501 -79.649704930168 -79.663051266379
ethane_00969 -79.246033595511 -79.618100932099 -79.649784341590 -79.663346266037
ethane_00970 -79.245314009904 -79.616697466102 -79.648111669804 -79.661444607048
ethane_00971 -79.242685607475 -79.614240584244 -79.646030779976 -79.659693581205
ethane_00972 -79.248850157607 -79.620306949489 -79.652067945223 -79.665528729092
ethane_00973 -79.241271159986 -79.612701651281 -79.643904379018 -79.657220796511
ethane_00974 -79.246938151120 -79.618377300339 -79.650309849464 -79.663870045184
ethane_00975 -79.251648358788 -79.621803063970 -79.653234284713 -79.666437257015
ethane_00976 -79.252721488984 -79.623530242647 -79.655222140005 -79.668596127150
ethane_00977 -79.252769077529 -79.622931264546 -79.654464320982 -79.667752387334
ethane_00978 -79.251749810497 -79.622546158727 -79.654151493085 -79.667429344615
ethane_00979 -79.246214704812 -79.616968431212 -79.648458530277 -79.661810899220
ethane_00980 -79.252249275280 -79.623213153048 -79.654636074786 -79.667871031419
ethane_00981 -79.248445466663 -79.619612677910 -79.651195165382 -79.664652245585
ethane_00982 -79.251290271963 -79.622487194003 -79.654113038361 -79.667482174910
ethane_00983 -79.255207785333 -79.624900053674 -79.656148355824 -79.669206448156
ethane_00984 -79.248468505584 -79.620111706037 -79.651725617872 -79.665241654333
ethane_00985 -79.250265076412 -79.621013910133 -79.652325665416 -79.665533448204
ethane_00986 -79.250135951428 -79.620872794551 -79.652546860547 -79.665908025591
ethane_00987 -79.245736291918 -79.617547694429 -79.649428998565 -79.663000875710
ethane_00988 -79.247014812990 -79.617416724058 -79.648455354623 -79.661458351116
ethane_00989 -79.241567687385 -79.613171422292 -79.645131484656 -79.658745133602
ethane_00990 -79.242546234217 -79.614022245644 -79.645639134083 -79.658923280958
ethane_00991 -79.240831536386 -79.612657888496 -79.644314167403 -79.657872569635
ethane_00992 -79.247804623265 -79.619229852791 -79.650808337685 -79.664174553164
ethane_00993 -79.244086710362 -79.615614945160 -79.647322087200 -79.660778481001
ethane_00994 -79.246990656175 -79.617921140253 -79.649586471934 -79.663023246307
ethane_00995 -79.241277109839 -79.613561488371 -79.645297663671 -79.658869896276
ethane_00996 -79.246660300310 -79.616528917514 -79.647514038358 -79.660473902415
ethane_00997 -79.247590122348 -79.619311488980 -79.651085865416 -79.664608029384
ethane_00998 -79.244313683710 -79.615335744383 -79.646755290286 -79.660089531524
ethane_00999 -79.246538561337 -79.618482481070 -79.650350454948 -79.663979202604
propane_00000 -118.303816449243 -118.848946077467 -118.890911787657 -118.911690595766
propane_00001 -118.287776667366 -118.834247412332 -118.876040641673 -118.897013249918
propane_00002 -118.287713054767 -118.833528269543 -118.875559448983 -118.896552671852
propane_00003 -118.281889595104 -118.827740899267 -118.869982462232 -118.891040552144
propane_00004 -118.278122023894 -118.824219048769 -118.866351566432 -118.887445811158
propane_00005 -118.281749189134 -118.827594690413 -118.869734751541 -118.890653467297
propane_00006 -118.283975446228 -118.830053350413 -118.871740221676 -118.892377261202
propane_00007 -118.293746741192 -118.838819873044 -118.880400838833 -118.900812479974
propane_00008 -118.284653030464 -118.831343539388 -118.873243670191 -118.894147394244
propane_00009 -118.293882701049 -118.838710808200 -118.880820709359 -118.901752608198
propane_00010 -118.278168084028 -118.824966595155 -118.867559478866 -118.889150593397
propane_00011 -118.280900480716 -118.826404800137 -118.868577619432 -118.889671965298
propane_00012 -118.282866925568 -118.828932827155 -118.871070205386 -118.891990404848
propane_00013 -118.284509723288 -118.831047065318 -118.872390353134 -118.892990802689
propane_00014 -118.287936836539 -118.833957899700 -118.875407508717 -118.895954831052
propane_00015 -118.284150453036 -118.831439035067 -118.873264784083 -118.894345806831
propane_00016 -118.285533666689 -118.830770755876 -118.872306345801 -118.892996478528
propane_00017 -118.276416521730 -118.824017773651 -118.866730418414 -118.888325418913
propane_00018 -118.292028801385 -118.836815234775 -118.878582891083 -118.899393684894
propane_00019 -118.278676673941 -118.827048856066 -118.868774768012 -118.890138010546
propane_00020 -118.293875314500 -118.839554130588 -118.881016903123 -118.901627900485
propane_00021 -118.285611052099 -118.832326919674 -118.873776091784 -118.894424087343
propane_00022 -118.287978450700 -118.833749218814 -118.875271720141 -118.895800094853
propane_00023 -118.286942938290 -118.833404914422 -118.875277138286 -118.896247191675
propane_00024 -118.288317054197 -118.834520979052 -118.876423442618 -118.897456122472
propane_00025 -118.287224107562 -118.833013267907 -118.874867379883 -118.895737398524
propane_00026 -118.283612743012 -118.830025371069 -118.872028554895 -118.893041797279
propane_00027 -118.294974995898 -118.839658796047 -118.881706638845 -118.902545066690
propane_00028 -118.284883878392 -118.832028083773 -118.873930740265 -118.895134229060
propane_00029 -118.298040441504 -118.842650137066 -118.884140922197 -118.904564390526
propane_00030 -118.286786924223 -118.833981127766 -118.875476899040 -118.896262256636
propane_00031 -118.295385850831 -118.840360145400 -118.881726868224 -118.902081424233
propane_00032 -118.290983244897 -118.837255092120 -118.879158155718 -118.900294217163
propane_00033 -118.286939713640 -118.832977388253 -118.874990820954 -118.896280857911
propane_00034 -118.291225824076 -118.836444024971 -118.878893253653 -118.900131227534
propane_00035 -118.284862292379 -118.831062157085 -118.873067205749 -118.894163318889
propane_00036 -118.292745496231 -118.837514715562 -118.879182612117 -118.899718510750
propane_00037 -118.286879011523 -118.833223551333 -118.875121900795 -118.895968932742
propane_00038 -118.290656357094 -118.835103346184 -118.876555600415 -118.896897125444
propane_00039 -118.288716562932 -118.835095040098 -118.877204944133 -118.898198012632
propane_00040 -118.292897380058 -118.837758301599 -118.879598553579 -118.900309981225
propane_00041 -118.294706408685 -118.839940096587 -118.882245990210 -118.903285787484
propane_00042 -118.285905915602 -118.831864849337 -118.873740476408 -118.894701193190
