#Geometry,HF/cc-pVTZ,MP2/cc-pVTZ,CCSD/cc-pVTZ,CCSD(T)/cc-pVTZ,HF@pyscf+ccpvtz,CCSD@pyscf+ccpvtz,CCSD(T)@pyscf+ccpvtz,DFT(PBE)@pyscf+ccpvtz
ethane_00693,-79.248764465267,-79.620323627508,-79.652103651588,-79.665613472713,0.0,0.0,0.0,0.0
ethane_00694,-79.256355794755,-79.626209169733,-79.657469315807,-79.670552062028,0.0,0.0,0.0,0.0
ethane_00695,-79.251129897663,-79.622086902082,-79.653860635975,-79.667399768933,0.0,0.0,0.0,0.0
ethane_00696,-79.252476339959,-79.62301168932,-79.654462263241,-79.667743266921,0.0,0.0,0.0,0.0
ethane_00697,-79.250096501974,-79.62095260734701,-79.652436312684,-79.66578430916799,0.0,0.0,0.0,0.0
ethane_00698,-79.246783649391,-79.61841315918801,-79.650407749181,-79.66402277018099,0.0,0.0,0.0,0.0
ethane_00699,-79.248442186609,-79.61908753118,-79.650668402852,-79.663979237369,0.0,0.0,0.0,0.0
ethane_00700,-79.243761332106,-79.614858364958,-79.646489339066,-79.65984175059,0.0,0.0,0.0,0.0
ethane_00701,-79.251813956363,-79.622495958561,-79.654059107894,-79.667385997977,0.0,0.0,0.0,0.0
ethane_00702,-79.244333732846,-79.61546553010601,-79.647466164248,-79.661116860904,0.0,0.0,0.0,0.0
ethane_00703,-79.244765970202,-79.616522519527,-79.648136154212,-79.661512112858,0.0,0.0,0.0,0.0
ethane_00704,-79.247385524058,-79.618310395256,-79.649574177022,-79.66275705668801,0.0,0.0,0.0,0.0
ethane_00705,-79.246581932908,-79.617924396327,-79.649218731221,-79.66246545194001,0.0,0.0,0.0,0.0
ethane_00706,-79.24706401395001,-79.618552021932,-79.650440750448,-79.663990427291,0.0,0.0,0.0,0.0
ethane_00707,-79.246934597753,-79.618347926216,-79.65001514301301,-79.66345717784199,0.0,0.0,0.0,0.0
ethane_00708,-79.245191947623,-79.615880706551,-79.647392037329,-79.66071847593099,0.0,0.0,0.0,0.0
ethane_00709,-79.242110832963,-79.61329617843,-79.645190789388,-79.658672451089,0.0,0.0,0.0,0.0
ethane_00710,-79.25026155877799,-79.62126276846699,-79.653099761305,-79.666612582556,0.0,0.0,0.0,0.0
ethane_00711,-79.25118538654199,-79.62208105459099,-79.653731655996,-79.667053890332,0.0,0.0,0.0,0.0
ethane_00712,-79.25050684353799,-79.621118476648,-79.652670308151,-79.665992979361,0.0,0.0,0.0,0.0
ethane_00713,-79.248684918574,-79.619284526396,-79.650540222381,-79.663652290714,0.0,0.0,0.0,0.0
ethane_00714,-79.249642296257,-79.621166227237,-79.65313010564,-79.666783641146,0.0,0.0,0.0,0.0
ethane_00715,-79.250554025727,-79.620986655333,-79.652263056856,-79.665454326198,0.0,0.0,0.0,0.0
ethane_00716,-79.247184785869,-79.61886967571701,-79.650631282758,-79.664145544587,0.0,0.0,0.0,0.0
ethane_00717,-79.250222795163,-79.621063496302,-79.652571560236,-79.665884992895,0.0,0.0,0.0,0.0
ethane_00718,-79.248622854332,-79.619666401978,-79.651246457979,-79.66454041237,0.0,0.0,0.0,0.0
ethane_00719,-79.239726431204,-79.61127575278,-79.642944790329,-79.656489741961,0.0,0.0,0.0,0.0
ethane_00720,-79.249633566517,-79.62024658825,-79.651444236463,-79.664500877914,0.0,0.0,0.0,0.0
ethane_00721,-79.247771929717,-79.618709712,-79.650416461501,-79.663870617712,0.0,0.0,0.0,0.0
ethane_00722,-79.25264061875,-79.623217620256,-79.654746719123,-79.66801010356,0.0,0.0,0.0,0.0
ethane_00723,-79.248968683947,-79.620258564147,-79.651793209888,-79.665171612622,0.0,0.0,0.0,0.0
ethane_00724,-79.251431898826,-79.622146567754,-79.653697315918,-79.667035259263,0.0,0.0,0.0,0.0
ethane_00725,-79.250719354229,-79.621320930781,-79.652595805947,-79.665791137959,0.0,0.0,0.0,0.0
ethane_00726,-79.246134244864,-79.617968650799,-79.649848953012,-79.663441909447,0.0,0.0,0.0,0.0
ethane_00727,-79.247289668585,-79.617600591799,-79.649247299057,-79.662670306295,0.0,0.0,0.0,0.0
ethane_00728,-79.24724786565,-79.618508386754,-79.65005890655699,-79.663439503368,0.0,0.0,0.0,0.0
ethane_00729,-79.254459143509,-79.624647786611,-79.656108956973,-79.66933613043,0.0,0.0,0.0,0.0
ethane_00730,-79.251587473992,-79.62244502017201,-79.654188751106,-79.667600236767,0.0,0.0,0.0,0.0
ethane_00731,-79.24932507118399,-79.620184273598,-79.65167810847299,-79.664899620068,0.0,0.0,0.0,0.0
ethane_00732,-79.241809878182,-79.613359440438,-79.645282200001,-79.65895923974,0.0,0.0,0.0,0.0
ethane_00733,-79.249147189565,-79.620248982242,-79.651637552854,-79.664866031762,0.0,0.0,0.0,0.0
ethane_00734,-79.251572642768,-79.621916946339,-79.653058875429,-79.666129468662,0.0,0.0,0.0,0.0
ethane_00735,-79.242562267748,-79.61454802035401,-79.64644287787,-79.66012791791199,0.0,0.0,0.0,0.0
ethane_00736,-79.250076948453,-79.620435795422,-79.651614477835,-79.664665771292,0.0,0.0,0.0,0.0
ethane_00737,-79.245912383568,-79.617271762073,-79.649254022899,-79.662873609187,0.0,0.0,0.0,0.0
ethane_00738,-79.253263441462,-79.623088749588,-79.65432081972901,-79.667358045129,0.0,0.0,0.0,0.0
ethane_00739,-79.25019001001,-79.621373188495,-79.653197983739,-79.666721254831,0.0,0.0,0.0,0.0
ethane_00740,-79.251644683392,-79.62275227611201,-79.654280983339,-79.66758410309801,0.0,0.0,0.0,0.0
ethane_00741,-79.24835339618801,-79.618276380615,-79.64980455993201,-79.66299634738401,0.0,0.0,0.0,0.0
ethane_00742,-79.246399154213,-79.617813563421,-79.649710728981,-79.66321940163,0.0,0.0,0.0,0.0
ethane_00743,-79.247817768039,-79.618957999389,-79.650770662486,-79.664243296881,0.0,0.0,0.0,0.0
ethane_00744,-79.2514978694,-79.62206380781299,-79.653352295508,-79.66659661288999,0.0,0.0,0.0,0.0
ethane_00745,-79.244768430765,-79.616658637779,-79.64834337772,-79.661921709044,0.0,0.0,0.0,0.0
ethane_00746,-79.246991842926,-79.617785935647,-79.64927887096,-79.66265467232701,0.0,0.0,0.0,0.0
ethane_00747,-79.246004602504,-79.61756916895601,-79.649158409554,-79.662552913679,0.0,0.0,0.0,0.0
ethane_00748,-79.246093400078,-79.61746382622201,-79.649278155874,-79.662827792082,0.0,0.0,0.0,0.0
ethane_00749,-79.24641118358,-79.617412098754,-79.648512738302,-79.661634016427,0.0,0.0,0.0,0.0
ethane_00750,-79.247452970658,-79.618933790661,-79.65083751183799,-79.664471469871,0.0,0.0,0.0,0.0
ethane_00751,-79.248484098305,-79.618605604534,-79.64983691541,-79.662856834897,0.0,0.0,0.0,0.0
ethane_00752,-79.241644005354,-79.613221332857,-79.645216026594,-79.658791646842,0.0,0.0,0.0,0.0
ethane_00753,-79.248291696189,-79.619520812987,-79.651265696502,-79.664743045115,0.0,0.0,0.0,0.0
ethane_00754,-79.245223097508,-79.616611005881,-79.647987653817,-79.661388376104,0.0,0.0,0.0,0.0
ethane_00755,-79.250339011374,-79.621379419453,-79.652936651703,-79.66638214604001,0.0,0.0,0.0,0.0
ethane_00756,-79.251837156264,-79.622814841997,-79.654414646349,-79.667772263932,0.0,0.0,0.0,0.0
ethane_00757,-79.253014724789,-79.623649684111,-79.655088931495,-79.668349114998,0.0,0.0,0.0,0.0
ethane_00758,-79.24326169815,-79.615398985824,-79.64707367696201,-79.660638855612,0.0,0.0,0.0,0.0
ethane_00759,-79.24742539335,-79.618538279262,-79.650020381225,-79.663354500226,0.0,0.0,0.0,0.0
ethane_00760,-79.243794368117,-79.615771845414,-79.647629420106,-79.66123512282199,0.0,0.0,0.0,0.0
ethane_00761,-79.248228300926,-79.618712643664,-79.649993685756,-79.663155979867,0.0,0.0,0.0,0.0
ethane_00762,-79.242778335645,-79.615114433456,-79.64680680753101,-79.66042322744501,0.0,0.0,0.0,0.0
ethane_00763,-79.247219498639,-79.618977372675,-79.650590915707,-79.664072105976,0.0,0.0,0.0,0.0
ethane_00764,-79.243553736265,-79.615530388238,-79.64728870319101,-79.661008545266,0.0,0.0,0.0,0.0
ethane_00765,-79.249616444477,-79.61994495055,-79.650979004639,-79.663975431983,0.0,0.0,0.0,0.0
ethane_00766,-79.242764341569,-79.614633846003,-79.64667621236,-79.660462901615,0.0,0.0,0.0,0.0
ethane_00767,-79.251504795952,-79.62135679451299,-79.652745577735,-79.66585058659099,0.0,0.0,0.0,0.0
ethane_00768,-79.246137034223,-79.616736634105,-79.64819953204001,-79.66140638992,0.0,0.0,0.0,0.0
ethane_00769,-79.244461849201,-79.615917488208,-79.64787223387201,-79.661475827899,0.0,0.0,0.0,0.0
ethane_00770,-79.24688598093799,-79.617577618693,-79.64887293784899,-79.662040168764,0.0,0.0,0.0,0.0
ethane_00771,-79.24388450324899,-79.61524622714501,-79.646987994703,-79.660538780601,0.0,0.0,0.0,0.0
ethane_00772,-79.245789098795,-79.616992818688,-79.648231560218,-79.661426188155,0.0,0.0,0.0,0.0
ethane_00773,-79.24939218436499,-79.620544135153,-79.652398709486,-79.66601562345299,0.0,0.0,0.0,0.0
ethane_00774,-79.245890127648,-79.617417490204,-79.648621287182,-79.661877376714,0.0,0.0,0.0,0.0
ethane_00775,-79.247561994148,-79.618283535247,-79.65002624083901,-79.663580168391,0.0,0.0,0.0,0.0
ethane_00776,-79.241237777956,-79.613486450628,-79.64522612315,-79.65874344645,0.0,0.0,0.0,0.0
ethane_00777,-79.248853964536,-79.61967353267299,-79.65145090393601,-79.66493194307999,0.0,0.0,0.0,0.0
ethane_00778,-79.25120630108201,-79.62194431058799,-79.653273754291,-79.666427427392,0.0,0.0,0.0,0.0
ethane_00779,-79.250366018393,-79.621712529611,-79.65322875777001,-79.666615412102,0.0,0.0,0.0,0.0
ethane_00780,-79.253551462253,-79.623484488266,-79.65476066091401,-79.667861869304,0.0,0.0,0.0,0.0
ethane_00781,-79.248574301131,-79.62030979034701,-79.651906757627,-79.665341522086,0.0,0.0,0.0,0.0
ethane_00782,-79.25276890359801,-79.623240073384,-79.654779588883,-79.668176465113,0.0,0.0,0.0,0.0
ethane_00783,-79.245857637999,-79.61744707403301,-79.648795914235,-79.662083189311,0.0,0.0,0.0,0.0
ethane_00784,-79.245608848825,-79.616938770197,-79.648415156556,-79.661859772846,0.0,0.0,0.0,0.0
ethane_00785,-79.247174045469,-79.618632718937,-79.650277233899,-79.663716235919,0.0,0.0,0.0,0.0
ethane_00786,-79.25545186963299,-79.625964684409,-79.657655770315,-79.671045502981,0.0,0.0,0.0,0.0
ethane_00787,-79.250172313709,-79.621248034427,-79.65252725077501,-79.66573974280699,0.0,0.0,0.0,0.0
ethane_00788,-79.24078218217,-79.61314072081801,-79.645014255262,-79.65870760168,0.0,0.0,0.0,0.0
ethane_00789,-79.24706328922301,-79.617865485809,-79.64917265668001,-79.662382171974,0.0,0.0,0.0,0.0
ethane_00790,-79.25022796864,-79.62142397052,-79.652915537853,-79.666202461588,0.0,0.0,0.0,0.0
ethane_00791,-79.247411777477,-79.618899835676,-79.650635486336,-79.66414455197601,0.0,0.0,0.0,0.0
ethane_00792,-79.25071151560999,-79.621075255172,-79.652416484468,-79.66555777217499,0.0,0.0,0.0,0.0
ethane_00793,-79.243784378629,-79.615654744292,-79.647640472821,-79.66133345546899,0.0,0.0,0.0,0.0
ethane_00794,-79.252469761834,-79.623181605141,-79.654740769972,-79.66806434704,0.0,0.0,0.0,0.0
ethane_00795,-79.251693469515,-79.622143252978,-79.653521700448,-79.666670088686,0.0,0.0,0.0,0.0
ethane_00796,-79.245365460716,-79.617101542563,-79.648709852637,-79.66219620337401,0.0,0.0,0.0,0.0
ethane_00797,-79.253664577692,-79.623921850742,-79.65519083446,-79.668297430134,0.0,0.0,0.0,0.0
ethane_00798,-79.249686055139,-79.620882920648,-79.652374062094,-79.66570225641,0.0,0.0,0.0,0.0
ethane_00799,-79.25180595487299,-79.62263610391,-79.65412576821801,-79.667441473334,0.0,0.0,0.0,0.0
ethane_00800,-79.248249657484,-79.619682811156,-79.651485021582,-79.664981528681,0.0,0.0,0.0,0.0
ethane_00801,-79.238461433218,-79.609622963656,-79.64102893322699,-79.654520785726,0.0,0.0,0.0,0.0
ethane_00802,-79.242012158426,-79.613912358402,-79.64564998455,-79.65910848729901,0.0,0.0,0.0,0.0
ethane_00803,-79.240646072614,-79.611977263899,-79.643701187834,-79.657290894122,0.0,0.0,0.0,0.0
ethane_00804,-79.242229278885,-79.613527199432,-79.645023878147,-79.658354042498,0.0,0.0,0.0,0.0
ethane_00805,-79.246632946292,-79.618278086336,-79.64998435169599,-79.663473587915,0.0,0.0,0.0,0.0
ethane_00806,-79.24381969364,-79.61501279345299,-79.646234438126,-79.65952698488401,0.0,0.0,0.0,0.0
ethane_00807,-79.244693762349,-79.616642928056,-79.64845444296,-79.662058377659,0.0,0.0,0.0,0.0
ethane_00808,-79.24498655434,-79.616728814453,-79.648365400396,-79.661851380432,0.0,0.0,0.0,0.0
ethane_00809,-79.253807565313,-79.624256854126,-79.655727713848,-79.668952314033,0.0,0.0,0.0,0.0
ethane_00810,-79.25076126085101,-79.62186538674901,-79.653366070885,-79.666664256095,0.0,0.0,0.0,0.0
ethane_00811,-79.241765076812,-79.613725181053,-79.64521211757301,-79.658622794227,0.0,0.0,0.0,0.0
ethane_00812,-79.250003792661,-79.620840151418,-79.652520533548,-79.665900134851,0.0,0.0,0.0,0.0
ethane_00813,-79.245686380729,-79.616751239915,-79.648050714032,-79.66123861851099,0.0,0.0,0.0,0.0
ethane_00814,-79.249776383367,-79.62085976991,-79.652695054834,-79.666171495432,0.0,0.0,0.0,0.0
ethane_00815,-79.251149258858,-79.621625328977,-79.65292358365,-79.666071380162,0.0,0.0,0.0,0.0
ethane_00816,-79.250793813507,-79.621436890268,-79.653041858669,-79.66644554691,0.0,0.0,0.0,0.0
ethane_00817,-79.248325633279,-79.61979962288,-79.651534577835,-79.66498860305,0.0,0.0,0.0,0.0
ethane_00818,-79.247619124538,-79.618324990042,-79.64963441197,-79.66280480856,0.0,0.0,0.0,0.0
ethane_00819,-79.246390315048,-79.618050538848,-79.649639995037,-79.663075327784,0.0,0.0,0.0,0.0
ethane_00820,-79.249003527628,-79.620159409719,-79.651642324813,-79.664968724289,0.0,0.0,0.0,0.0
ethane_00821,-79.253112863468,-79.623337092383,-79.654720343042,-79.667876855856,0.0,0.0,0.0,0.0
ethane_00822,-79.245907012856,-79.61781983949099,-79.649610432842,-79.663219367935,0.0,0.0,0.0,0.0
ethane_00823,-79.24942085662599,-79.619743737809,-79.651027107147,-79.664124580332,0.0,0.0,0.0,0.0
ethane_00824,-79.24370628496101,-79.615338235316,-79.646990730385,-79.660500621716,0.0,0.0,0.0,0.0
ethane_00825,-79.248786198996,-79.619904871627,-79.651607146344,-79.665087370717,0.0,0.0,0.0,0.0
ethane_00826,-79.246091113757,-79.617167645923,-79.64861899688199,-79.661839293173,0.0,0.0,0.0,0.0
ethane_00827,-79.239836013145,-79.611195256356,-79.642861724544,-79.65640707765199,0.0,0.0,0.0,0.0
ethane_00828,-79.247586872221,-79.619141543788,-79.650965276789,-79.664480634946,0.0,0.0,0.0,0.0
ethane_00829,-79.24430339701,-79.615202024943,-79.64642767224,-79.659626063899,0.0,0.0,0.0,0.0
ethane_00830,-79.247062548633,-79.61849131317,-79.65011082545101,-79.663601694368,0.0,0.0,0.0,0.0
ethane_00831,-79.244884290339,-79.61630839614399,-79.64778751275699,-79.66113289674401,0.0,0.0,0.0,0.0
ethane_00832,-79.245197742649,-79.61653538223099,-79.64835788748,-79.662060041081,0.0,0.0,0.0,0.0
ethane_00833,-79.24418621157601,-79.615602552355,-79.646681957778,-79.65981794636501,0.0,0.0,0.0,0.0
ethane_00834,-79.248395897034,-79.619909308684,-79.651843993448,-79.665485424244,0.0,0.0,0.0,0.0
ethane_00835,-79.245341742468,-79.616842955815,-79.64822486651201,-79.661526808567,0.0,0.0,0.0,0.0
ethane_00836,-79.251297234943,-79.622217693984,-79.653770184122,-79.667118036942,0.0,0.0,0.0,0.0
ethane_00837,-79.245806120866,-79.617505927083,-79.64909131533399,-79.66252383774,0.0,0.0,0.0,0.0
ethane_00838,-79.25155905192,-79.62205408704601,-79.653190154935,-79.66621900961799,0.0,0.0,0.0,0.0
ethane_00839,-79.248957100557,-79.620517451075,-79.65225258698901,-79.665782946692,0.0,0.0,0.0,0.0
ethane_00840,-79.24707712979101,-79.618359116813,-79.649812780814,-79.663127156093,0.0,0.0,0.0,0.0
ethane_00841,-79.253482685507,-79.624108951837,-79.655624666605,-79.668928651563,0.0,0.0,0.0,0.0
ethane_00842,-79.25115255896401,-79.622331605547,-79.654017760485,-79.667478304935,0.0,0.0,0.0,0.0
ethane_00843,-79.24685717509699,-79.618354425005,-79.64991945641201,-79.66341118902099,0.0,0.0,0.0,0.0
ethane_00844,-79.23871377938599,-79.610848254424,-79.642239844925,-79.655782513945,0.0,0.0,0.0,0.0
ethane_00845,-79.24218933005,-79.613743457406,-79.64485763510899,-79.658140568395,0.0,0.0,0.0,0.0
ethane_00846,-79.238960665614,-79.611137563089,-79.64263066832,-79.656204893284,0.0,0.0,0.0,0.0
ethane_00847,-79.234094514932,-79.607000909925,-79.638618584404,-79.65220688877,0.0,0.0,0.0,0.0
ethane_00848,-79.24477327835,-79.615735911876,-79.646813001392,-79.659908969923,0.0,0.0,0.0,0.0
ethane_00849,-79.23931024342801,-79.611666778572,-79.643771407085,-79.657604765098,0.0,0.0,0.0,0.0
ethane_00850,-79.243437623181,-79.614779750388,-79.645896394654,-79.658951659888,0.0,0.0,0.0,0.0
ethane_00851,-79.24929050157,-79.61971999779199,-79.65131273141,-79.66467116435099,0.0,0.0,0.0,0.0
ethane_00852,-79.247328636492,-79.618779157872,-79.650619278028,-79.664112112032,0.0,0.0,0.0,0.0
ethane_00853,-79.248069287327,-79.61888993187101,-79.650746477925,-79.664275538756,0.0,0.0,0.0,0.0
ethane_00854,-79.243149910662,-79.614260198384,-79.64583377585,-79.659159120575,0.0,0.0,0.0,0.0
ethane_00855,-79.246788728807,-79.618019174325,-79.649757813658,-79.663172329452,0.0,0.0,0.0,0.0
ethane_00856,-79.249833871377,-79.621056870267,-79.65277757127599,-79.666224732046,0.0,0.0,0.0,0.0
ethane_00857,-79.250980277297,-79.62122447470199,-79.652588521202,-79.66577101311499,0.0,0.0,0.0,0.0
ethane_00858,-79.247927166068,-79.619451061166,-79.651522308561,-79.665163684443,0.0,0.0,0.0,0.0
ethane_00859,-79.249579200544,-79.619802004885,-79.651189789942,-79.664301996946,0.0,0.0,0.0,0.0
ethane_00860,-79.24871768532,-79.619794953775,-79.651437241613,-79.664785434507,0.0,0.0,0.0,0.0
ethane_00861,-79.24933968019499,-79.620640974739,-79.652308364565,-79.665771885263,0.0,0.0,0.0,0.0
ethane_00862,-79.250335022258,-79.620764715767,-79.652091929845,-79.66517719030401,0.0,0.0,0.0,0.0
ethane_00863,-79.248742704364,-79.619690772218,-79.651445788013,-79.66494450847101,0.0,0.0,0.0,0.0
ethane_00864,-79.251908588772,-79.62305762117799,-79.654878603621,-79.668365465863,0.0,0.0,0.0,0.0
ethane_00865,-79.25368700737701,-79.624182657265,-79.655694053885,-79.668985993792,0.0,0.0,0.0,0.0
ethane_00866,-79.252720146936,-79.62346189533,-79.655094920842,-79.668465911662,0.0,0.0,0.0,0.0
ethane_00867,-79.25431992590299,-79.624881835343,-79.656387493978,-79.669627602182,0.0,0.0,0.0,0.0
ethane_00868,-79.24559000991,-79.616851531541,-79.648785693594,-79.662465850148,0.0,0.0,0.0,0.0
ethane_00869,-79.244138289624,-79.615257855324,-79.646518425284,-79.659634921551,0.0,0.0,0.0,0.0
ethane_00870,-79.24487176007301,-79.616178487817,-79.648117437861,-79.661756141447,0.0,0.0,0.0,0.0
ethane_00871,-79.246343065483,-79.617593682597,-79.649145762547,-79.662527190454,0.0,0.0,0.0,0.0
ethane_00872,-79.25019232016,-79.621671560854,-79.65321298217201,-79.66660599528599,0.0,0.0,0.0,0.0
ethane_00873,-79.250725369909,-79.62131984131,-79.65271999388,-79.665939369548,0.0,0.0,0.0,0.0
ethane_00874,-79.253695409331,-79.624236669685,-79.655570827504,-79.66873134962499,0.0,0.0,0.0,0.0
ethane_00875,-79.244211100947,-79.615819365872,-79.647637757016,-79.661283930516,0.0,0.0,0.0,0.0
ethane_00876,-79.249474572147,-79.620258003492,-79.65164640575699,-79.66484441538,0.0,0.0,0.0,0.0
ethane_00877,-79.24438621558501,-79.616054683383,-79.64788495233401,-79.66160837677,0.0,0.0,0.0,0.0
ethane_00878,-79.253642269303,-79.624084300639,-79.655407610648,-79.66855711881699,0.0,0.0,0.0,0.0
ethane_00879,-79.252184986415,-79.62298652513999,-79.654562202204,-79.667944448217,0.0,0.0,0.0,0.0
ethane_00880,-79.248874349678,-79.620260437561,-79.651987410584,-79.665429318623,0.0,0.0,0.0,0.0
ethane_00881,-79.252543732671,-79.622331593448,-79.653581338847,-79.666623946821,0.0,0.0,0.0,0.0
ethane_00882,-79.246937007672,-79.61846115858,-79.65042359578,-79.66404950907099,0.0,0.0,0.0,0.0
ethane_00883,-79.248066384345,-79.618745281491,-79.650220600865,-79.663486459389,0.0,0.0,0.0,0.0
ethane_00884,-79.24317732325301,-79.614888970202,-79.646723532791,-79.660338944327,0.0,0.0,0.0,0.0
ethane_00885,-79.24742414959199,-79.618250339834,-79.649634597201,-79.662772846877,0.0,0.0,0.0,0.0
ethane_00886,-79.245297642615,-79.616419216185,-79.648182007675,-79.661786499932,0.0,0.0,0.0,0.0
ethane_00887,-79.24885848433401,-79.61954942387901,-79.650909706525,-79.664098820598,0.0,0.0,0.0,0.0
ethane_00888,-79.249605023597,-79.62075292943,-79.652553967188,-79.666102605974,0.0,0.0,0.0,0.0
ethane_00889,-79.256709891084,-79.626868756546,-79.65815218708299,-79.67123813109801,0.0,0.0,0.0,0.0
ethane_00890,-79.25620788930101,-79.626609065352,-79.658186563428,-79.67149450503,0.0,0.0,0.0,0.0
ethane_00891,-79.255247083385,-79.626023266682,-79.657675352309,-79.671028227592,0.0,0.0,0.0,0.0
ethane_00892,-79.255243247189,-79.62540404758799,-79.656728723511,-79.669865465642,0.0,0.0,0.0,0.0
ethane_00893,-79.254434053328,-79.625234673763,-79.656796195029,-79.670117801844,0.0,0.0,0.0,0.0
ethane_00894,-79.25321041975701,-79.62400333722,-79.655604030468,-79.66892882354101,0.0,0.0,0.0,0.0
ethane_00895,-79.253407821698,-79.624070849192,-79.655757712938,-79.669214344338,0.0,0.0,0.0,0.0
ethane_00896,-79.250445118331,-79.62125951118,-79.652554119017,-79.665687776722,0.0,0.0,0.0,0.0
ethane_00897,-79.251496621957,-79.622370186078,-79.65409062234801,-79.667533743758,0.0,0.0,0.0,0.0
ethane_00898,-79.249511014109,-79.620471002773,-79.652175998932,-79.665563494653,0.0,0.0,0.0,0.0
ethane_00899,-79.249309915156,-79.61982640563599,-79.651298162616,-79.664543148388,0.0,0.0,0.0,0.0
ethane_00900,-79.246417256535,-79.61788175695,-79.649496973054,-79.662980573337,0.0,0.0,0.0,0.0
ethane_00901,-79.24547175024,-79.61662639178,-79.648154624026,-79.661536731166,0.0,0.0,0.0,0.0
ethane_00902,-79.244235367699,-79.615898149248,-79.647552455765,-79.661033996017,0.0,0.0,0.0,0.0
ethane_00903,-79.24650290595899,-79.61800870807201,-79.649671796107,-79.663202079487,0.0,0.0,0.0,0.0
